Freq,PN
144543.977074593,-152.0527055027
146779.926762207,-152.0584901267
149050.46433862,-152.088051201
151356.124843621,-152.0906603616
153697.451593527,-152.0985140176
156074.996309211,-152.1118695869
158489.319246111,-152.1107571476
160940.989326254,-152.1185200015
163430.584272314,-152.1023218655
165958.690743756,-152.092239967
168525.904475075,-152.0839922491
171132.830416178,-152.1008522965
173780.082874938,-152.0623524131
176468.28566195,-152.0293480703
179198.072237533,-152.0281759348
181970.085860998,-151.9961115168
184784.979742229,-151.9643787703
187643.417195609,-151.938958228
190546.071796325,-151.9334223494
193493.627539095,-151.9321786838
196486.778999347,-151.9456528364
199526.231496888,-151.9530939252
202612.701262114,-151.9227786828
205746.915604784,-151.9237949204
208929.613085404,-151.9225557684
212161.543689268,-151.8965187697
215443.469003188,-151.8836990587
218776.162394955,-151.8911310841
222160.409195581,-151.8997514395
225597.006884358,-151.8889078754
229086.765276777,-151.857417232
232630.506715363,-151.8219422436
236229.066263446,-151.8056253282
239883.291901949,-151.8132880111
243594.044729203,-151.8184196728
247362.199163862,-151.8240645331
251188.643150958,-151.8322229238
255074.278371136,-151.8423083486
259020.020453132,-151.8039866421
263026.799189538,-151.7713944125
267095.558755898,-151.7843524878
271227.257933203,-151.8389906222
275422.870333817,-151.9006875158
279683.384630908,-151.918900567
284009.804791421,-151.9317961061
288403.150312661,-151.967888544
292864.456462524,-152.0110078755
297394.774523461,-152.0573861073
301995.172040202,-151.9569609673
306666.733071318,-151.8258360812
311410.558444676,-151.7707589816
316227.766016838,-151.8010464705
321119.490936482,-151.8412059808
326086.885911893,-151.7299283655
331131.121482591,-151.7635179602
336253.386295163,-151.7862119069
341454.88738336,-151.8141090028
346736.850452532,-151.7424888797
352100.520168452,-151.6584328452
357547.160450621,-151.7994352511
363078.054770101,-152.0194033835
368694.506451958,-152.1961488543
374397.838982381,-152.2673258854
380189.396320561,-152.2772343137
386070.543215381,-152.4702321971
392042.665527015,-152.4787890475
398107.170553497,-152.5492834213
404265.487362344,-152.6180502551
410519.067127308,-152.7846548884
416869.383470335,-152.9714330008
423317.932808821,-153.0496475089
429866.234708228,-153.1489971608
436515.832240166,-153.2029886359
443268.292346009,-153.2685097178
450125.206206134,-153.3792228694
457088.189614875,-153.4198219058
464158.883361278,-153.5183622276
471338.953615741,-153.5940833493
478630.092322638,-153.6561249925
486034.017599022,-153.6878245572
493552.474139481,-153.7320440242
501187.233627272,-153.8066255513
508940.095151809,-153.8401465271
516812.885632604,-153.9184306575
524807.460249773,-153.9445138296
532925.7028812,-153.9805028438
541169.526546464,-154.0288171803
549540.873857625,-154.0743064121
558041.717476996,-154.0759183276
566674.060581991,-154.0762231699
575439.937337157,-154.105377926
584341.413373518,-154.1012387862
593380.586275328,-154.1034314518
602559.586074358,-154.1065492759
611880.575751822,-153.879076734
621345.751748076,-153.8878807245
630957.344480193,-153.876248161
640717.618867554,-153.8634778408
650628.874865557,-153.8625697916
660693.448007596,-153.8810989217
670913.709955411,-153.9385621444
681292.069057961,-153.9848679705
691830.970918936,-154.0321790697
702532.898973052,-154.0759026354
713400.375071256,-154.1319677078
724435.96007499,-154.4108367338
735642.254459641,-154.4547321079
747021.898927332,-154.5236855951
758577.575029184,-154.624803705
770312.005797215,-154.717705951
782227.956386002,-154.7955584919
794328.234724282,-154.8611717306
806615.692176613,-154.9366792216
819093.224215297,-155.0172098627
831763.771102671,-155.0707699349
844630.318583969,-155.1372238338
857695.898590894,-155.1775491327
870963.589956081,-155.2501866174
884436.5191386,-155.2588194555
898117.860960695,-155.2567846835
912010.83935591,-155.2361820604
926118.728128794,-155.2542529801
940444.851726352,-155.24113575
954992.586021436,-155.2238591225
969765.359108249,-155.2086898875
984766.652110158,-155.2120328703
1000000,-155.1973959866
